Gene stable ID,Gene name,Crab-eating macaque gene stable ID,Crab-eating macaque gene name,Crab-eating macaque homology type,Crab-eating macaque orthology confidence
ENSMUSG00000015365,Mov10l1,ENSMFAG00000035651,MOV10L1,ortholog_one2one,1.0
ENSMUSG00000039716,Dock3,ENSMFAG00000033625,DOCK3,ortholog_one2one,1.0
ENSMUSG00000041476,Smpx,ENSMFAG00000040826,SMPX,ortholog_one2one,1.0
ENSMUSG00000021012,Zc3h14,ENSMFAG00000032254,ZC3H14,ortholog_one2one,1.0
ENSMUSG00000027297,Ltk,ENSMFAG00000043219,LTK,ortholog_one2one,1.0
ENSMUSG00000028776,Tinagl1,ENSMFAG00000001721,TINAGL1,ortholog_one2one,1.0
ENSMUSG00000031445,Proz,ENSMFAG00000042310,PROZ,ortholog_one2one,1.0
ENSMUSG00000027716,Trpc3,ENSMFAG00000000600,TRPC3,ortholog_one2one,1.0
ENSMUSG00000031634,Ufsp2,ENSMFAG00000041642,UFSP2,ortholog_one2one,1.0
ENSMUSG00000005220,Corin,ENSMFAG00000036209,CORIN,ortholog_one2one,1.0
ENSMUSG00000030733,Sh2b1,ENSMFAG00000001662,SH2B1,ortholog_one2one,1.0
ENSMUSG00000031264,Btk,ENSMFAG00000043126,BTK,ortholog_one2one,1.0
ENSMUSG00000020273,Papolg,ENSMFAG00000042450,PAPOLG,ortholog_one2one,1.0
ENSMUSG00000027998,Plrg1,ENSMFAG00000001816,PLRG1,ortholog_one2one,1.0
ENSMUSG00000047330,Kcne4,ENSMFAG00000052682,KCNE4,ortholog_one2one,1.0
ENSMUSG00000020061,Mybpc1,ENSMFAG00000038552,MYBPC1,ortholog_one2one,1.0
ENSMUSG00000050711,Scg2,ENSMFAG00000060822,SCG2,ortholog_one2one,1.0
ENSMUSG00000055067,Smyd3,ENSMFAG00000045761,SMYD3,ortholog_one2one,1.0
ENSMUSG00000050914,Ankrd37,ENSMFAG00000033324,ANKRD37,ortholog_one2one,1.0
ENSMUSG00000030279,C2cd5,ENSMFAG00000038900,C2CD5,ortholog_one2one,1.0
ENSMUSG00000043811,Rtn4r,ENSMFAG00000002996,RTN4R,ortholog_one2one,1.0
ENSMUSG00000022197,Pdzd2,ENSMFAG00000001834,PDZD2,ortholog_one2one,1.0
ENSMUSG00000090777,Ccdc188,ENSMFAG00000039335,CCDC188,ortholog_one2one,1.0
ENSMUSG00000054702,Ap1s3,ENSMFAG00000039450,AP1S3,ortholog_one2one,1.0
ENSMUSG00000023232,Serinc2,ENSMFAG00000042146,SERINC2,ortholog_one2one,1.0
ENSMUSG00000032577,Mapkapk3,ENSMFAG00000003300,MAPKAPK3,ortholog_one2one,1.0
ENSMUSG00000057672,Pkn1,ENSMFAG00000003990,PKN1,ortholog_one2one,1.0
ENSMUSG00000035258,Abi3bp,ENSMFAG00000043185,ABI3BP,ortholog_one2one,1.0
ENSMUSG00000018160,Med1,ENSMFAG00000045900,MED1,ortholog_one2one,1.0
ENSMUSG00000015363,Trabd,ENSMFAG00000038729,TRABD,ortholog_one2one,1.0
ENSMUSG00000028773,Fabp3,ENSMFAG00000031211,FABP3,ortholog_one2one,1.0
ENSMUSG00000038949,Cnst,ENSMFAG00000000416,CNST,ortholog_one2one,1.0
ENSMUSG00000027995,Tlr2,ENSMFAG00000012822,TLR2,ortholog_one2one,1.0
ENSMUSG00000028772,Zcchc17,ENSMFAG00000039045,ZCCHC17,ortholog_one2one,1.0
ENSMUSG00000031105,Slc25a14,ENSMFAG00000032347,SLC25A14,ortholog_one2one,1.0
ENSMUSG00000050471,Fam118b,ENSMFAG00000003040,FAM118B,ortholog_one2one,1.0
ENSMUSG00000005493,Msh4,ENSMFAG00000038806,MSH4,ortholog_one2one,1.0
ENSMUSG00000038859,Baiap2l1,ENSMFAG00000037269,BAIAP2L1,ortholog_one2one,1.0
ENSMUSG00000019779,Frk,ENSMFAG00000000665,FRK,ortholog_one2one,1.0
ENSMUSG00000074088,Snrnp40,ENSMFAG00000031418,SNRNP40,ortholog_one2one,1.0
ENSMUSG00000022372,Sla,ENSMFAG00000003417,SLA,ortholog_one2one,1.0
ENSMUSG00000078532,Nkain1,ENSMFAG00000036574,NKAIN1,ortholog_one2one,1.0
ENSMUSG00000029313,Aff1,ENSMFAG00000037700,AFF1,ortholog_one2one,1.0
ENSMUSG00000028358,Zfp618,ENSMFAG00000000894,ZNF618,ortholog_one2one,1.0
ENSMUSG00000045875,Adra1a,ENSMFAG00000030813,ADRA1A,ortholog_one2one,1.0
ENSMUSG00000036067,Slc2a6,ENSMFAG00000035331,SLC2A6,ortholog_one2one,1.0
ENSMUSG00000004359,Spic,ENSMFAG00000003748,SPIC,ortholog_one2one,1.0
ENSMUSG00000021962,Dcp1a,ENSMFAG00000040374,DCP1A,ortholog_one2one,1.0
ENSMUSG00000032578,Cish,ENSMFAG00000001455,CISH,ortholog_one2one,1.0
ENSMUSG00000032044,Rpusd4,ENSMFAG00000039513,RPUSD4,ortholog_one2one,1.0
ENSMUSG00000028356,Ambp,ENSMFAG00000041195,AMBP,ortholog_one2one,1.0
ENSMUSG00000038540,Tmc3,ENSMFAG00000034546,TMC3,ortholog_one2one,1.0
ENSMUSG00000044499,Hs3st5,ENSMFAG00000061930,HS3ST5,ortholog_one2one,1.0
ENSMUSG00000051209,Gpr119,ENSMFAG00000016138,GPR119,ortholog_one2one,1.0
ENSMUSG00000031266,Gla,ENSMFAG00000032541,GLA,ortholog_one2one,1.0
ENSMUSG00000032579,Hemk1,ENSMFAG00000043622,HEMK1,ortholog_one2one,1.0
ENSMUSG00000009214,Mymk,ENSMFAG00000033845,MYMK,ortholog_one2one,1.0
ENSMUSG00000028357,Kif12,ENSMFAG00000037359,KIF12,ortholog_one2one,1.0
ENSMUSG00000035757,Selenoo,ENSMFAG00000000242,SELENOO,ortholog_one2one,1.0
ENSMUSG00000041765,Ubac2,ENSMFAG00000033588,UBAC2,ortholog_one2one,1.0
ENSMUSG00000037977,6430571L13Rik,ENSMFAG00000049345,C3orf18,ortholog_one2one,1.0
ENSMUSG00000038542,Pcid2,ENSMFAG00000003946,PCID2,ortholog_one2one,1.0
ENSMUSG00000060904,Arl1,ENSMFAG00000035725,ARL1,ortholog_one2one,1.0
ENSMUSG00000026896,Ifih1,ENSMFAG00000003848,IFIH1,ortholog_one2one,1.0
ENSMUSG00000050350,Gpr18,ENSMFAG00000013647,GPR18,ortholog_one2one,1.0
ENSMUSG00000050089,Akap4,ENSMFAG00000001429,AKAP4,ortholog_one2one,1.0
ENSMUSG00000022195,6030458C11Rik,ENSMFAG00000031021,C5orf22,ortholog_one2one,1.0
ENSMUSG00000053199,Arhgap20,ENSMFAG00000036507,ARHGAP20,ortholog_one2one,1.0
ENSMUSG00000051212,Gpr183,ENSMFAG00000054379,GPR183,ortholog_one2one,1.0
ENSMUSG00000050315,Synpo2,ENSMFAG00000037699,SYNPO2,ortholog_one2one,1.0
ENSMUSG00000021957,Tkt,ENSMFAG00000039442,TKT,ortholog_one2one,1.0
ENSMUSG00000059991,Nptx2,ENSMFAG00000039583,NPTX2,ortholog_one2one,1.0
ENSMUSG00000037876,Jmjd1c,ENSMFAG00000000341,JMJD1C,ortholog_one2one,1.0
ENSMUSG00000039234,Sec24d,ENSMFAG00000038796,SEC24D,ortholog_one2one,1.0
ENSMUSG00000031930,Wwp2,ENSMFAG00000039657,WWP2,ortholog_one2one,1.0
ENSMUSG00000025544,Tm9sf2,ENSMFAG00000044415,TM9SF2,ortholog_one2one,1.0
ENSMUSG00000038119,Cdon,ENSMFAG00000033244,CDON,ortholog_one2one,1.0
ENSMUSG00000045427,Hnrnph2,ENSMFAG00000042514,HNRNPH2,ortholog_one2one,1.0
ENSMUSG00000044067,Gpr22,ENSMFAG00000017789,GPR22,ortholog_one2one,1.0
ENSMUSG00000028580,Pum1,ENSMFAG00000010291,PUM1,ortholog_one2one,1.0
ENSMUSG00000005124,Ccn4,ENSMFAG00000033614,CCN4,ortholog_one2one,1.0
ENSMUSG00000073838,Tufm,ENSMFAG00000033739,TUFM,ortholog_one2one,1.0
ENSMUSG00000011171,Vipr2,ENSMFAG00000040359,VIPR2,ortholog_one2one,1.0
ENSMUSG00000046101,Mcmdc2,ENSMFAG00000046262,MCMDC2,ortholog_one2one,1.0
ENSMUSG00000025658,Cnksr2,ENSMFAG00000037951,CNKSR2,ortholog_one2one,1.0
ENSMUSG00000032051,Fdx1,ENSMFAG00000039761,FDX1,ortholog_one2one,1.0
ENSMUSG00000036040,Adamtsl2,ENSMFAG00000001650,ADAMTSL2,ortholog_one2one,1.0
ENSMUSG00000032050,Rdx,ENSMFAG00000031656,RDX,ortholog_one2one,1.0
ENSMUSG00000025545,Clybl,ENSMFAG00000036639,CLYBL,ortholog_one2one,1.0
ENSMUSG00000051166,Eml5,ENSMFAG00000034011,EML5,ortholog_one2one,1.0
ENSMUSG00000041703,Zic5,ENSMFAG00000057061,ZIC5,ortholog_one2one,1.0
ENSMUSG00000061524,Zic2,ENSMFAG00000057731,ZIC2,ortholog_one2one,1.0
ENSMUSG00000029312,Klhl8,ENSMFAG00000041071,KLHL8,ortholog_one2one,1.0
ENSMUSG00000049303,Syt12,ENSMFAG00000042095,SYT12,ortholog_one2one,1.0
ENSMUSG00000022053,Ebf2,ENSMFAG00000036796,EBF2,ortholog_one2one,1.0
ENSMUSG00000099032,Tcf24,ENSMFAG00000038608,TCF24,ortholog_one2one,1.0
ENSMUSG00000009216,Fam163b,ENSMFAG00000042458,FAM163B,ortholog_one2one,1.0
ENSMUSG00000039067,Psmd7,ENSMFAG00000038857,PSMD7,ortholog_one2one,1.0
ENSMUSG00000038936,Sccpdh,ENSMFAG00000044986,SCCPDH,ortholog_one2one,1.0
ENSMUSG00000046027,Stard5,ENSMFAG00000031346,STARD5,ortholog_one2one,1.0
ENSMUSG00000022191,Drosha,ENSMFAG00000003055,DROSHA,ortholog_one2one,1.0
ENSMUSG00000042041,2010003K11Rik,ENSMFAG00000030057,C11orf86,ortholog_one2one,1.0
ENSMUSG00000026893,Gca,ENSMFAG00000040637,GCA,ortholog_one2one,1.0
ENSMUSG00000025007,Aldh18a1,ENSMFAG00000001272,ALDH18A1,ortholog_one2one,1.0
ENSMUSG00000035164,Zc3h12c,ENSMFAG00000042068,ZC3H12C,ortholog_one2one,1.0
ENSMUSG00000019777,Hdac2,ENSMFAG00000040542,HDAC2,ortholog_one2one,1.0
ENSMUSG00000031446,Cul4a,ENSMFAG00000043855,CUL4A,ortholog_one2one,1.0
ENSMUSG00000053289,Ddx10,ENSMFAG00000045808,DDX10,ortholog_one2one,1.0
ENSMUSG00000075090,Or4a15,ENSMFAG00000001406,OR4A15,ortholog_one2one,1.0
ENSMUSG00000075000,Nrbf2,ENSMFAG00000031882,NRBF2,ortholog_one2one,1.0
ENSMUSG00000000889,Dbh,ENSMFAG00000041482,DBH,ortholog_one2one,1.0
ENSMUSG00000041650,Pcca,ENSMFAG00000020427,PCCA,ortholog_one2one,1.0
ENSMUSG00000042772,Smg7,ENSMFAG00000031653,SMG7,ortholog_one2one,1.0
ENSMUSG00000067219,Nipal1,ENSMFAG00000003735,NIPAL1,ortholog_one2one,1.0
ENSMUSG00000004317,Clcn5,ENSMFAG00000031675,CLCN5,ortholog_one2one,1.0
ENSMUSG00000038872,Zfhx3,ENSMFAG00000034225,ZFHX3,ortholog_one2one,1.0
ENSMUSG00000034584,Exph5,ENSMFAG00000018860,EXPH5,ortholog_one2one,1.0
ENSMUSG00000034528,Hsd17b13,ENSMFAG00000040860,HSD17B13,ortholog_one2one,1.0
ENSMUSG00000037855,Zfp365,ENSMFAG00000044758,ZNF365,ortholog_one2one,1.0
ENSMUSG00000030275,Etnk1,ENSMFAG00000056470,ETNK1,ortholog_one2one,1.0
ENSMUSG00000033767,Tmem131l,ENSMFAG00000002070,TMEM131L,ortholog_one2one,1.0
ENSMUSG00000021013,Ttc8,ENSMFAG00000002219,TTC8,ortholog_one2one,1.0
ENSMUSG00000001741,Il16,ENSMFAG00000032017,IL16,ortholog_one2one,1.0
ENSMUSG00000031447,Lamp1,ENSMFAG00000031309,LAMP1,ortholog_one2one,1.0
ENSMUSG00000026648,Dclre1c,ENSMFAG00000000598,DCLRE1C,ortholog_one2one,1.0
ENSMUSG00000005131,4930550C14Rik,ENSMFAG00000042308,C11orf65,ortholog_one2one,1.0
ENSMUSG00000004356,Utp20,ENSMFAG00000037766,UTP20,ortholog_one2one,1.0
ENSMUSG00000029311,Hsd17b11,ENSMFAG00000038343,HSD17B11,ortholog_one2one,1.0
ENSMUSG00000032110,Acrv1,ENSMFAG00000036664,ACRV1,ortholog_one2one,1.0
ENSMUSG00000049553,Polr1a,ENSMFAG00000046097,POLR1A,ortholog_one2one,1.0
ENSMUSG00000046269,Usp27x,ENSMFAG00000035150,USP27X,ortholog_one2one,1.0
ENSMUSG00000039385,Cdh6,ENSMFAG00000001830,CDH6,ortholog_one2one,1.0
ENSMUSG00000034218,Atm,ENSMFAG00000004053,ATM,ortholog_one2one,1.0
ENSMUSG00000033460,Armcx1,ENSMFAG00000025048,ARMCX1,ortholog_one2one,1.0
ENSMUSG00000029310,Nudt9,ENSMFAG00000002084,NUDT9,ortholog_one2one,1.0
ENSMUSG00000041594,Tmtc4,ENSMFAG00000044014,TMTC4,ortholog_one2one,1.0
ENSMUSG00000011154,Cfap161,ENSMFAG00000039949,CFAP161,ortholog_one2one,1.0
ENSMUSG00000005481,Ddx39a,ENSMFAG00000044174,DDX39A,ortholog_one2one,1.0
ENSMUSG00000025008,Tctn3,ENSMFAG00000001575,TCTN3,ortholog_one2one,1.0
ENSMUSG00000002996,Hbp1,ENSMFAG00000030375,HBP1,ortholog_one2one,1.0
ENSMUSG00000050394,Armcx6,ENSMFAG00000025121,ARMCX6,ortholog_one2one,1.0
ENSMUSG00000021460,Auh,ENSMFAG00000003934,AUH,ortholog_one2one,1.0
ENSMUSG00000029309,Sparcl1,ENSMFAG00000031337,SPARCL1,ortholog_one2one,1.0
ENSMUSG00000056091,St3gal5,ENSMFAG00000043554,ST3GAL5,ortholog_one2one,1.0
ENSMUSG00000019846,Lama4,ENSMFAG00000037073,LAMA4,ortholog_one2one,1.0
ENSMUSG00000092094,Zfp804b,ENSMFAG00000044325,ZNF804B,ortholog_one2one,1.0
ENSMUSG00000031727,Pmfbp1,ENSMFAG00000033406,PMFBP1,ortholog_one2one,1.0
ENSMUSG00000026042,Col5a2,ENSMFAG00000045841,COL5A2,ortholog_one2one,1.0
ENSMUSG00000049047,Armcx3,ENSMFAG00000038645,ARMCX3,ortholog_one2one,1.0
ENSMUSG00000040514,Tex47,ENSMFAG00000064455,TEX47,ortholog_one2one,1.0
ENSMUSG00000032637,Atxn2l,ENSMFAG00000030590,ATXN2L,ortholog_one2one,1.0
ENSMUSG00000005125,Ndrg1,ENSMFAG00000044300,NDRG1,ortholog_one2one,1.0
ENSMUSG00000029307,Dmp1,ENSMFAG00000002413,DMP1,ortholog_one2one,1.0
ENSMUSG00000024892,Pcx,ENSMFAG00000044252,PC,ortholog_one2one,1.0
ENSMUSG00000037621,Atoh8,ENSMFAG00000031235,ATOH8,ortholog_one2one,1.0
ENSMUSG00000037993,Dhx38,ENSMFAG00000031852,DHX38,ortholog_one2one,1.0
ENSMUSG00000033577,Myo6,ENSMFAG00000038795,MYO6,ortholog_one2one,1.0
ENSMUSG00000012428,Steap4,ENSMFAG00000032562,STEAP4,ortholog_one2one,1.0
ENSMUSG00000034456,Uroc1,ENSMFAG00000042232,UROC1,ortholog_one2one,1.0
ENSMUSG00000031309,Rps6ka3,ENSMFAG00000045085,RPS6KA3,ortholog_one2one,1.0
ENSMUSG00000029306,Ibsp,ENSMFAG00000029098,IBSP,ortholog_one2one,1.0
ENSMUSG00000020062,Slc5a8,ENSMFAG00000031305,SLC5A8,ortholog_one2one,1.0
ENSMUSG00000039953,Clstn1,ENSMFAG00000038334,CLSTN1,ortholog_one2one,1.0
ENSMUSG00000059742,Kcnh7,ENSMFAG00000030695,KCNH7,ortholog_one2one,1.0
ENSMUSG00000056749,Nfil3,ENSMFAG00000009757,NFIL3,ortholog_one2one,1.0
ENSMUSG00000022757,Tfg,ENSMFAG00000043877,TFG,ortholog_one2one,1.0
ENSMUSG00000051736,Fam229b,ENSMFAG00000045226,FAM229B,ortholog_one2one,1.0
ENSMUSG00000021714,Cenpk,ENSMFAG00000037278,CENPK,ortholog_one2one,1.0
ENSMUSG00000038515,Grtp1,ENSMFAG00000039147,GRTP1,ortholog_one2one,1.0
ENSMUSG00000022055,Nefl,ENSMFAG00000031550,NEFL,ortholog_one2one,1.0
ENSMUSG00000033752,Mnd1,ENSMFAG00000037778,MND1,ortholog_one2one,1.0
ENSMUSG00000034430,Zxdc,ENSMFAG00000035930,ZXDC,ortholog_one2one,1.0
ENSMUSG00000022755,Adgrg7,ENSMFAG00000000681,ADGRG7,ortholog_one2one,1.0
ENSMUSG00000073643,Wdfy1,ENSMFAG00000046048,WDFY1,ortholog_one2one,1.0
ENSMUSG00000075324,Fign,ENSMFAG00000039869,FIGN,ortholog_one2one,1.0
ENSMUSG00000028114,Mettl14,ENSMFAG00000045633,METTL14,ortholog_one2one,1.0
ENSMUSG00000021948,Prkcd,ENSMFAG00000000466,PRKCD,ortholog_one2one,1.0
ENSMUSG00000038503,Mesd,ENSMFAG00000060179,MESD,ortholog_one2one,1.0
ENSMUSG00000026646,Suv39h2,ENSMFAG00000031495,SUV39H2,ortholog_one2one,1.0
ENSMUSG00000021464,Ror2,ENSMFAG00000031014,ROR2,ortholog_one2one,1.0
ENSMUSG00000025743,Sdc3,ENSMFAG00000045826,SDC3,ortholog_one2one,1.0
ENSMUSG00000041429,Nthl1,ENSMFAG00000032174,NTHL1,ortholog_one2one,1.0
ENSMUSG00000033713,Foxn3,ENSMFAG00000062520,FOXN3,ortholog_one2one,1.0
ENSMUSG00000109588,Lnp1,ENSMFAG00000001678,LNP1,ortholog_one2one,1.0
ENSMUSG00000019845,Tube1,ENSMFAG00000043188,TUBE1,ortholog_one2one,1.0
ENSMUSG00000033436,Armcx2,ENSMFAG00000032990,ARMCX2,ortholog_one2one,1.0
ENSMUSG00000045672,Col27a1,ENSMFAG00000040376,COL27A1,ortholog_one2one,1.0
ENSMUSG00000048794,Cfap100,ENSMFAG00000042548,CFAP100,ortholog_one2one,1.0
ENSMUSG00000002504,Nherf2,ENSMFAG00000044443,NHERF2,ortholog_one2one,1.0
ENSMUSG00000022752,Tomm70a,ENSMFAG00000039250,TOMM70,ortholog_one2one,1.0
ENSMUSG00000021587,Pcsk1,ENSMFAG00000032984,PCSK1,ortholog_one2one,1.0
ENSMUSG00000062908,Acadm,ENSMFAG00000032655,ACADM,ortholog_one2one,1.0
ENSMUSG00000000861,Bcl11a,ENSMFAG00000016402,BCL11A,ortholog_one2one,1.0
ENSMUSG00000038291,Snx25,ENSMFAG00000037789,SNX25,ortholog_one2one,1.0
ENSMUSG00000022610,Mapk12,ENSMFAG00000034798,MAPK12,ortholog_one2one,1.0
ENSMUSG00000037846,Rtkn2,ENSMFAG00000039047,RTKN2,ortholog_one2one,1.0
ENSMUSG00000042029,Ncapg2,ENSMFAG00000040814,NCAPG2,ortholog_one2one,1.0
ENSMUSG00000009614,Sardh,ENSMFAG00000038559,SARDH,ortholog_one2one,1.0
ENSMUSG00000067194,Eif1ax,ENSMFAG00000060557,EIF1AX,ortholog_one2one,1.0
ENSMUSG00000030523,Trpm1,ENSMFAG00000003445,TRPM1,ortholog_one2one,1.0
ENSMUSG00000022751,Nit2,ENSMFAG00000038586,NIT2,ortholog_one2one,1.0
ENSMUSG00000030087,Klf15,ENSMFAG00000002550,KLF15,ortholog_one2one,1.0
ENSMUSG00000025370,Cdh9,ENSMFAG00000001139,CDH9,ortholog_one2one,1.0
ENSMUSG00000025916,Ppp1r42,ENSMFAG00000001342,PPP1R42,ortholog_one2one,1.0
ENSMUSG00000027978,Prss12,ENSMFAG00000031132,PRSS12,ortholog_one2one,1.0
ENSMUSG00000003161,Sri,ENSMFAG00000001735,SRI,ortholog_one2one,1.0
ENSMUSG00000020752,Recql5,ENSMFAG00000044550,RECQL5,ortholog_one2one,1.0
ENSMUSG00000022749,Tbc1d23,ENSMFAG00000030957,TBC1D23,ortholog_one2one,1.0
ENSMUSG00000041020,Map7d2,ENSMFAG00000055804,MAP7D2,ortholog_one2one,1.0
ENSMUSG00000041540,Sox5,ENSMFAG00000033855,SOX5,ortholog_one2one,1.0
ENSMUSG00000053137,Mapk11,ENSMFAG00000002644,MAPK11,ortholog_one2one,1.0
ENSMUSG00000002997,Prkar2b,ENSMFAG00000041581,PRKAR2B,ortholog_one2one,1.0
ENSMUSG00000028360,Slc44a5,ENSMFAG00000038111,SLC44A5,ortholog_one2one,1.0
ENSMUSG00000108929,Cc2d2b,ENSMFAG00000038060,CC2D2B,ortholog_one2one,1.0
ENSMUSG00000109865,Hspa14,ENSMFAG00000044126,HSPA14,ortholog_one2one,1.0
ENSMUSG00000025010,Ccnj,ENSMFAG00000037933,CCNJ,ortholog_one2one,1.0
ENSMUSG00000048915,Efna5,ENSMFAG00000000459,EFNA5,ortholog_one2one,1.0
ENSMUSG00000026248,Mrpl44,ENSMFAG00000042793,MRPL44,ortholog_one2one,1.0
ENSMUSG00000013846,St3gal1,ENSMFAG00000036457,ST3GAL1,ortholog_one2one,1.0
ENSMUSG00000023965,Fbxl17,ENSMFAG00000042858,FBXL17,ortholog_one2one,1.0
ENSMUSG00000026249,Serpine2,ENSMFAG00000043725,SERPINE2,ortholog_one2one,1.0
ENSMUSG00000060675,Plaat3,ENSMFAG00000032359,PLAAT3,ortholog_one2one,1.0
ENSMUSG00000048442,Smim5,ENSMFAG00000034483,SMIM5,ortholog_one2one,1.0
ENSMUSG00000062074,Ccn6,ENSMFAG00000038144,CCN6,ortholog_one2one,1.0
ENSMUSG00000096225,Lhx8,ENSMFAG00000040799,LHX8,ortholog_one2one,1.0
ENSMUSG00000019947,Arid5b,ENSMFAG00000036687,ARID5B,ortholog_one2one,1.0
ENSMUSG00000029304,Spp1,ENSMFAG00000038158,SPP1,ortholog_one2one,1.0
ENSMUSG00000020755,Sap30bp,ENSMFAG00000000434,SAP30BP,ortholog_one2one,1.0
ENSMUSG00000022321,Cdh10,ENSMFAG00000001810,CDH10,ortholog_one2one,1.0
ENSMUSG00000061132,Blnk,ENSMFAG00000043139,BLNK,ortholog_one2one,1.0
ENSMUSG00000026888,Grb14,ENSMFAG00000031856,GRB14,ortholog_one2one,1.0
ENSMUSG00000042751,Nmnat2,ENSMFAG00000043841,NMNAT2,ortholog_one2one,1.0
ENSMUSG00000022748,Cmss1,ENSMFAG00000045006,CMSS1,ortholog_one2one,1.0
ENSMUSG00000021591,Glrx,ENSMFAG00000039086,GLRX,ortholog_one2one,1.0
ENSMUSG00000000127,Fer,ENSMFAG00000042431,FER,ortholog_one2one,1.0
ENSMUSG00000031730,Dhodh,ENSMFAG00000043915,DHODH,ortholog_one2one,1.0
ENSMUSG00000019945,Cabcoco1,ENSMFAG00000031452,CABCOCO1,ortholog_one2one,1.0
ENSMUSG00000047583,Tyw3,ENSMFAG00000003496,TYW3,ortholog_one2one,1.0
ENSMUSG00000043336,Filip1l,ENSMFAG00000036755,FILIP1L,ortholog_one2one,1.0
ENSMUSG00000044150,Bclaf3,ENSMFAG00000003230,BCLAF3,ortholog_one2one,1.0
ENSMUSG00000028581,Laptm5,ENSMFAG00000022085,LAPTM5,ortholog_one2one,1.0
ENSMUSG00000034987,Hrh2,ENSMFAG00000032099,HRH2,ortholog_one2one,1.0
ENSMUSG00000060044,Tmem26,ENSMFAG00000035704,TMEM26,ortholog_one2one,1.0
ENSMUSG00000003119,Cdk12,ENSMFAG00000042301,CDK12,ortholog_one2one,1.0
ENSMUSG00000046169,Adamts6,ENSMFAG00000030204,ADAMTS6,ortholog_one2one,1.0
ENSMUSG00000024972,Lgals12,ENSMFAG00000041888,LGALS12,ortholog_one2one,1.0
ENSMUSG00000022335,Zfat,ENSMFAG00000041283,ZFAT,ortholog_one2one,1.0
ENSMUSG00000035189,Ano4,ENSMFAG00000036524,ANO4,ortholog_one2one,1.0
ENSMUSG00000036198,Arhgap36,ENSMFAG00000042270,ARHGAP36,ortholog_one2one,1.0
ENSMUSG00000027977,Ndst3,ENSMFAG00000034323,NDST3,ortholog_one2one,1.0
ENSMUSG00000043230,Fam124b,ENSMFAG00000031497,FAM124B,ortholog_one2one,1.0
ENSMUSG00000031633,Slc25a4,ENSMFAG00000032688,SLC25A4,ortholog_one2one,1.0
ENSMUSG00000047171,Helt,ENSMFAG00000039500,HELT,ortholog_one2one,1.0
ENSMUSG00000025014,Dntt,ENSMFAG00000034600,DNTT,ortholog_one2one,1.0
ENSMUSG00000026655,Fam107b,ENSMFAG00000036972,FAM107B,ortholog_one2one,1.0
ENSMUSG00000020573,Pik3cg,ENSMFAG00000033319,PIK3CG,ortholog_one2one,1.0
ENSMUSG00000024083,Pja2,ENSMFAG00000039247,PJA2,ortholog_one2one,1.0
ENSMUSG00000038506,Dcun1d2,ENSMFAG00000016446,DCUN1D2,ortholog_one2one,1.0
ENSMUSG00000030088,Aldh1l1,ENSMFAG00000039810,ALDH1L1,ortholog_one2one,1.0
ENSMUSG00000021589,Rhobtb3,ENSMFAG00000043608,RHOBTB3,ortholog_one2one,1.0
ENSMUSG00000039521,Foxp3,ENSMFAG00000003327,FOXP3,ortholog_one2one,1.0
ENSMUSG00000036606,Plxnb2,ENSMFAG00000035984,PLXNB2,ortholog_one2one,1.0
ENSMUSG00000025867,Cplx2,ENSMFAG00000037899,CPLX2,ortholog_one2one,1.0
ENSMUSG00000025917,Cops5,ENSMFAG00000037786,COPS5,ortholog_one2one,1.0
ENSMUSG00000009621,Vav2,ENSMFAG00000004024,VAV2,ortholog_one2one,1.0
ENSMUSG00000025872,Thoc3,ENSMFAG00000034476,THOC3,ortholog_one2one,1.0
ENSMUSG00000009900,Wnt3a,ENSMFAG00000042689,WNT3A,ortholog_one2one,1.0
ENSMUSG00000050121,Opalin,ENSMFAG00000043114,OPALIN,ortholog_one2one,1.0
ENSMUSG00000024085,Man2a1,ENSMFAG00000045111,MAN2A1,ortholog_one2one,1.0
ENSMUSG00000000126,Wnt9a,ENSMFAG00000062558,WNT9A,ortholog_one2one,1.0
ENSMUSG00000022056,Adam7,ENSMFAG00000045244,ADAM7,ortholog_one2one,1.0
ENSMUSG00000021590,Spata9,ENSMFAG00000028795,SPATA9,ortholog_one2one,1.0
ENSMUSG00000024973,Plaat5,ENSMFAG00000039225,PLAAT5,ortholog_one2one,1.0
ENSMUSG00000040533,Matn1,ENSMFAG00000031992,MATN1,ortholog_one2one,1.0
ENSMUSG00000021177,Tdp1,ENSMFAG00000000067,TDP1,ortholog_one2one,1.0
ENSMUSG00000004018,Fancl,ENSMFAG00000042101,FANCL,ortholog_one2one,1.0
ENSMUSG00000021715,Cwc27,ENSMFAG00000027257,CWC27,ortholog_one2one,1.0
ENSMUSG00000039158,Akna,ENSMFAG00000046161,AKNA,ortholog_one2one,1.0
ENSMUSG00000033054,Npat,ENSMFAG00000034204,NPAT,ortholog_one2one,1.0
ENSMUSG00000022057,Adamdec1,ENSMFAG00000007172,ADAMDEC1,ortholog_one2one,1.0
ENSMUSG00000044528,Tram1l1,ENSMFAG00000029724,TRAM1L1,ortholog_one2one,1.0
ENSMUSG00000027993,Trim2,ENSMFAG00000033003,TRIM2,ortholog_one2one,1.0
ENSMUSG00000021716,Srek1ip1,ENSMFAG00000057642,SREK1IP1,ortholog_one2one,1.0
ENSMUSG00000045404,Kcnk13,ENSMFAG00000044500,KCNK13,ortholog_one2one,1.0
