Gene stable ID,Gene name,Crab-eating macaque gene stable ID,Crab-eating macaque gene name,Crab-eating macaque homology type,Crab-eating macaque orthology confidence
ENSMUSG00000039114,Nrn1,ENSMFAG00000062211,NRN1,ortholog_one2one,1.0
ENSMUSG00000024670,Cd6,ENSMFAG00000033693,CD6,ortholog_one2one,1.0
ENSMUSG00000001948,Spa17,ENSMFAG00000031344,SPA17,ortholog_one2one,1.0
ENSMUSG00000019866,Crybg1,ENSMFAG00000038353,CRYBG1,ortholog_one2one,1.0
ENSMUSG00000056665,Them6,ENSMFAG00000057966,THEM6,ortholog_one2one,1.0
ENSMUSG00000032320,Rcn2,ENSMFAG00000030940,RCN2,ortholog_one2one,1.0
ENSMUSG00000011114,Tbrg1,ENSMFAG00000036896,TBRG1,ortholog_one2one,1.0
ENSMUSG00000051098,Mblac2,ENSMFAG00000001314,MBLAC2,ortholog_one2one,1.0
ENSMUSG00000022863,Btg3,ENSMFAG00000002010,BTG3,ortholog_one2one,1.0
ENSMUSG00000057969,Sema3b,ENSMFAG00000043386,SEMA3B,ortholog_one2one,1.0
ENSMUSG00000050321,Neto1,ENSMFAG00000032084,NETO1,ortholog_one2one,1.0
ENSMUSG00000039375,Wdr17,ENSMFAG00000043874,WDR17,ortholog_one2one,1.0
ENSMUSG00000028893,Sesn2,ENSMFAG00000043063,SESN2,ortholog_one2one,1.0
ENSMUSG00000024647,Cbln2,ENSMFAG00000033106,CBLN2,ortholog_one2one,1.0
ENSMUSG00000000078,Klf6,ENSMFAG00000040602,KLF6,ortholog_one2one,1.0
ENSMUSG00000041771,Slc24a4,ENSMFAG00000037870,SLC24A4,ortholog_one2one,1.0
ENSMUSG00000062168,Ppef1,ENSMFAG00000032152,PPEF1,ortholog_one2one,1.0
ENSMUSG00000049791,Fzd4,ENSMFAG00000034431,FZD4,ortholog_one2one,1.0
ENSMUSG00000035104,Eva1a,ENSMFAG00000021015,EVA1A,ortholog_one2one,1.0
ENSMUSG00000026468,Lhx4,ENSMFAG00000040765,LHX4,ortholog_one2one,1.0
ENSMUSG00000042717,Ppp1r3a,ENSMFAG00000053780,PPP1R3A,ortholog_one2one,1.0
ENSMUSG00000023066,Rttn,ENSMFAG00000043259,RTTN,ortholog_one2one,1.0
ENSMUSG00000062939,Stat4,ENSMFAG00000041156,STAT4,ortholog_one2one,1.0
ENSMUSG00000030043,Tacr1,ENSMFAG00000043621,TACR1,ortholog_one2one,1.0
ENSMUSG00000030042,Pole4,ENSMFAG00000038541,POLE4,ortholog_one2one,1.0
ENSMUSG00000022257,Laptm4b,ENSMFAG00000042049,LAPTM4B,ortholog_one2one,1.0
ENSMUSG00000074657,Kif5a,ENSMFAG00000038846,KIF5A,ortholog_one2one,1.0
ENSMUSG00000000628,Hk2,ENSMFAG00000035505,HK2,ortholog_one2one,1.0
ENSMUSG00000034028,Cd226,ENSMFAG00000042682,CD226,ortholog_one2one,1.0
ENSMUSG00000028552,Eps15,ENSMFAG00000044060,EPS15,ortholog_one2one,1.0
ENSMUSG00000031431,Tsc22d3,ENSMFAG00000045786,TSC22D3,ortholog_one2one,1.0
ENSMUSG00000055782,Abcd2,ENSMFAG00000002050,ABCD2,ortholog_one2one,1.0
ENSMUSG00000044456,Rin3,ENSMFAG00000023107,RIN3,ortholog_one2one,1.0
ENSMUSG00000038151,Prdm1,ENSMFAG00000037637,PRDM1,ortholog_one2one,1.0
ENSMUSG00000036298,Slc2a13,ENSMFAG00000048331,SLC2A13,ortholog_one2one,1.0
ENSMUSG00000031517,Gpm6a,ENSMFAG00000030986,GPM6A,ortholog_one2one,1.0
ENSMUSG00000022893,Adamts1,ENSMFAG00000039719,ADAMTS1,ortholog_one2one,1.0
ENSMUSG00000021699,Pde4d,ENSMFAG00000041776,PDE4D,ortholog_one2one,1.0
ENSMUSG00000036095,Dgkb,ENSMFAG00000042148,DGKB,ortholog_one2one,1.0
ENSMUSG00000073514,Dok6,ENSMFAG00000037397,DOK6,ortholog_one2one,1.0
ENSMUSG00000045761,Togaram2,ENSMFAG00000038248,TOGARAM2,ortholog_one2one,1.0
ENSMUSG00000022894,Adamts5,ENSMFAG00000000566,ADAMTS5,ortholog_one2one,1.0
ENSMUSG00000038257,Glra3,ENSMFAG00000034554,GLRA3,ortholog_one2one,1.0
ENSMUSG00000019849,Prep,ENSMFAG00000038505,PREP,ortholog_one2one,1.0
ENSMUSG00000016918,Sulf1,ENSMFAG00000043436,SULF1,ortholog_one2one,1.0
ENSMUSG00000038879,Nipal2,ENSMFAG00000027246,NIPAL2,ortholog_one2one,1.0
ENSMUSG00000032322,Pstpip1,ENSMFAG00000041249,PSTPIP1,ortholog_one2one,1.0
ENSMUSG00000019848,Popdc3,ENSMFAG00000040532,POPDC3,ortholog_one2one,1.0
ENSMUSG00000031292,Cdkl5,ENSMFAG00000030921,CDKL5,ortholog_one2one,1.0
ENSMUSG00000030621,Me3,ENSMFAG00000037695,ME3,ortholog_one2one,1.0
ENSMUSG00000071317,Bves,ENSMFAG00000045432,BVES,ortholog_one2one,1.0
ENSMUSG00000050963,Kcns2,ENSMFAG00000030529,KCNS2,ortholog_one2one,1.0
ENSMUSG00000023868,Pde10a,ENSMFAG00000046132,PDE10A,ortholog_one2one,1.0
ENSMUSG00000041238,Rbbp8,ENSMFAG00000032138,RBBP8,ortholog_one2one,1.0
ENSMUSG00000022329,Stk3,ENSMFAG00000000855,STK3,ortholog_one2one,1.0
ENSMUSG00000032562,Gnai2,ENSMFAG00000032665,GNAI2,ortholog_one2one,1.0
ENSMUSG00000032324,Tspan3,ENSMFAG00000031959,TSPAN3,ortholog_one2one,1.0
ENSMUSG00000031613,Hpgd,ENSMFAG00000041220,HPGD,ortholog_one2one,1.0
ENSMUSG00000025219,Fgf8,ENSMFAG00000003751,FGF8,ortholog_one2one,1.0
ENSMUSG00000039391,Ccdc81,ENSMFAG00000003801,CCDC81,ortholog_one2one,1.0
ENSMUSG00000063804,Lin28b,ENSMFAG00000065717,LIN28B,ortholog_one2one,1.0
ENSMUSG00000021090,Lrrc9,ENSMFAG00000041739,LRRC9,ortholog_one2one,1.0
ENSMUSG00000074305,Peak1,ENSMFAG00000042540,PEAK1,ortholog_one2one,1.0
ENSMUSG00000025408,Ddit3,ENSMFAG00000045278,DDIT3,ortholog_one2one,1.0
ENSMUSG00000029821,Gsdme,ENSMFAG00000045660,GSDME,ortholog_one2one,1.0
ENSMUSG00000067860,Zic3,ENSMFAG00000027018,ZIC3,ortholog_one2one,1.0
ENSMUSG00000030555,Ttc23,ENSMFAG00000031232,TTC23,ortholog_one2one,1.0
ENSMUSG00000049411,Tmem241,ENSMFAG00000031030,TMEM241,ortholog_one2one,1.0
ENSMUSG00000038526,Car14,ENSMFAG00000040977,CA14,ortholog_one2one,1.0
ENSMUSG00000016487,Ppfibp1,ENSMFAG00000036882,PPFIBP1,ortholog_one2one,1.0
ENSMUSG00000037627,Rgs22,ENSMFAG00000000941,RGS22,ortholog_one2one,1.0
ENSMUSG00000032826,Ank2,ENSMFAG00000032015,ANK2,ortholog_one2one,1.0
ENSMUSG00000025612,Bach1,ENSMFAG00000041148,BACH1,ortholog_one2one,1.0
ENSMUSG00000022935,Grik1,ENSMFAG00000039272,GRIK1,ortholog_one2one,1.0
ENSMUSG00000021700,Rab3c,ENSMFAG00000002574,RAB3C,ortholog_one2one,1.0
ENSMUSG00000030554,Synm,ENSMFAG00000037324,SYNM,ortholog_one2one,1.0
ENSMUSG00000039087,Rreb1,ENSMFAG00000000389,RREB1,ortholog_one2one,1.0
ENSMUSG00000017499,Cdc6,ENSMFAG00000044270,CDC6,ortholog_one2one,1.0
ENSMUSG00000031273,Col4a6,ENSMFAG00000032821,COL4A6,ortholog_one2one,1.0
ENSMUSG00000042761,Mrap2,ENSMFAG00000038052,MRAP2,ortholog_one2one,1.0
ENSMUSG00000020021,Fgd6,ENSMFAG00000038155,FGD6,ortholog_one2one,1.0
ENSMUSG00000004151,Etv1,ENSMFAG00000032001,ETV1,ortholog_one2one,1.0
ENSMUSG00000026489,Coq8a,ENSMFAG00000045043,COQ8A,ortholog_one2one,1.0
ENSMUSG00000025221,Kcnip2,ENSMFAG00000046056,KCNIP2,ortholog_one2one,1.0
ENSMUSG00000055022,Cntn1,ENSMFAG00000035494,CNTN1,ortholog_one2one,1.0
ENSMUSG00000032911,Cspg4,ENSMFAG00000031446,CSPG4,ortholog_one2one,1.0
ENSMUSG00000062542,Syt9,ENSMFAG00000040372,SYT9,ortholog_one2one,1.0
ENSMUSG00000028551,Cdkn2c,ENSMFAG00000024172,CDKN2C,ortholog_one2one,1.0
ENSMUSG00000020844,Nxn,ENSMFAG00000041118,NXN,ortholog_one2one,1.0
ENSMUSG00000029563,Foxp2,ENSMFAG00000000636,FOXP2,ortholog_one2one,1.0
ENSMUSG00000032419,Tbx18,ENSMFAG00000039688,TBX18,ortholog_one2one,1.0
ENSMUSG00000024413,Npc1,ENSMFAG00000039623,NPC1,ortholog_one2one,1.0
ENSMUSG00000044072,Eml6,ENSMFAG00000044453,EML6,ortholog_one2one,1.0
ENSMUSG00000047143,Dmrta2,ENSMFAG00000062675,DMRTA2,ortholog_one2one,1.0
ENSMUSG00000025938,Slco5a1,ENSMFAG00000037298,SLCO5A1,ortholog_one2one,1.0
ENSMUSG00000033579,Fa2h,ENSMFAG00000026134,FA2H,ortholog_one2one,1.0
ENSMUSG00000059493,Nhs,ENSMFAG00000033586,NHS,ortholog_one2one,1.0
ENSMUSG00000021701,Plk2,ENSMFAG00000001077,PLK2,ortholog_one2one,1.0
ENSMUSG00000031139,Mcf2,ENSMFAG00000003056,MCF2,ortholog_one2one,1.0
ENSMUSG00000036218,Pdzrn4,ENSMFAG00000037115,PDZRN4,ortholog_one2one,1.0
ENSMUSG00000057766,Ankrd29,ENSMFAG00000032971,ANKRD29,ortholog_one2one,1.0
ENSMUSG00000034684,Sema3f,ENSMFAG00000002063,SEMA3F,ortholog_one2one,1.0
ENSMUSG00000013611,Snx31,ENSMFAG00000042840,SNX31,ortholog_one2one,1.0
ENSMUSG00000024421,Lama3,ENSMFAG00000045256,LAMA3,ortholog_one2one,1.0
ENSMUSG00000021099,Six6,ENSMFAG00000038361,SIX6,ortholog_one2one,1.0
ENSMUSG00000059834,Sclt1,ENSMFAG00000037478,SCLT1,ortholog_one2one,1.0
ENSMUSG00000051367,Six1,ENSMFAG00000048802,SIX1,ortholog_one2one,1.0
ENSMUSG00000034460,Six4,ENSMFAG00000041852,SIX4,ortholog_one2one,1.0
ENSMUSG00000040345,Arhgap9,ENSMFAG00000039577,ARHGAP9,ortholog_one2one,1.0
ENSMUSG00000040855,Reps2,ENSMFAG00000002922,REPS2,ortholog_one2one,1.0
ENSMUSG00000037992,Rara,ENSMFAG00000032189,RARA,ortholog_one2one,1.0
ENSMUSG00000036528,Ppfibp2,ENSMFAG00000039977,PPFIBP2,ortholog_one2one,1.0
ENSMUSG00000071342,Lsmem1,ENSMFAG00000046136,LSMEM1,ortholog_one2one,1.0
ENSMUSG00000025407,Gli1,ENSMFAG00000032745,GLI1,ortholog_one2one,1.0
ENSMUSG00000031647,Mfap3l,ENSMFAG00000065805,MFAP3L,ortholog_one2one,1.0
ENSMUSG00000015749,Anp32e,ENSMFAG00000000851,ANP32E,ortholog_one2one,1.0
ENSMUSG00000055471,Alk,ENSMFAG00000032798,ALK,ortholog_one2one,1.0
ENSMUSG00000048776,Pthlh,ENSMFAG00000003152,PTHLH,ortholog_one2one,1.0
ENSMUSG00000020914,Top2a,ENSMFAG00000002270,TOP2A,ortholog_one2one,1.0
ENSMUSG00000041390,Mdfic,ENSMFAG00000050895,MDFIC,ortholog_one2one,1.0
ENSMUSG00000044712,Slc38a6,ENSMFAG00000000901,SLC38A6,ortholog_one2one,1.0
ENSMUSG00000020023,Tmcc3,ENSMFAG00000000142,TMCC3,ortholog_one2one,1.0
ENSMUSG00000024424,Ttc39c,ENSMFAG00000023934,TTC39C,ortholog_one2one,1.0
ENSMUSG00000041488,Stx3,ENSMFAG00000033872,STX3,ortholog_one2one,1.0
ENSMUSG00000024063,Lbh,ENSMFAG00000065560,LBH,ortholog_one2one,1.0
ENSMUSG00000028885,Smpdl3b,ENSMFAG00000044059,SMPDL3B,ortholog_one2one,1.0
ENSMUSG00000056073,Grik2,ENSMFAG00000040349,GRIK2,ortholog_one2one,1.0
ENSMUSG00000001627,Ifrd1,ENSMFAG00000045385,IFRD1,ortholog_one2one,1.0
ENSMUSG00000015745,Plekho1,ENSMFAG00000034638,PLEKHO1,ortholog_one2one,1.0
ENSMUSG00000054889,Dsp,ENSMFAG00000031913,DSP,ortholog_one2one,1.0
ENSMUSG00000029822,Osbpl3,ENSMFAG00000045859,OSBPL3,ortholog_one2one,1.0
ENSMUSG00000017493,Igfbp4,ENSMFAG00000043180,IGFBP4,ortholog_one2one,1.0
ENSMUSG00000031274,Col4a5,ENSMFAG00000031556,COL4A5,ortholog_one2one,1.0
ENSMUSG00000021198,Unc79,ENSMFAG00000042508,UNC79,ortholog_one2one,1.0
ENSMUSG00000036167,Pphln1,ENSMFAG00000002382,PPHLN1,ortholog_one2one,1.0
ENSMUSG00000028546,Elavl4,ENSMFAG00000039866,ELAVL4,ortholog_one2one,1.0
ENSMUSG00000020024,Cep83,ENSMFAG00000001500,CEP83,ortholog_one2one,1.0
ENSMUSG00000057948,Unc13d,ENSMFAG00000026038,UNC13D,ortholog_one2one,1.0
ENSMUSG00000044252,Osbpl1a,ENSMFAG00000003468,OSBPL1A,ortholog_one2one,1.0
ENSMUSG00000032776,Mctp2,ENSMFAG00000043978,MCTP2,ortholog_one2one,1.0
ENSMUSG00000037196,Pacrg,ENSMFAG00000039741,PACRG,ortholog_one2one,1.0
ENSMUSG00000036158,Prickle1,ENSMFAG00000023175,PRICKLE1,ortholog_one2one,1.0
ENSMUSG00000024066,Xdh,ENSMFAG00000002614,XDH,ortholog_one2one,1.0
ENSMUSG00000029438,Bcl7a,ENSMFAG00000045274,BCL7A,ortholog_one2one,1.0
ENSMUSG00000045095,Magi1,ENSMFAG00000032287,MAGI1,ortholog_one2one,1.0
ENSMUSG00000027574,Nkain4,ENSMFAG00000003175,NKAIN4,ortholog_one2one,1.0
ENSMUSG00000022449,Adamts20,ENSMFAG00000043872,ADAMTS20,ortholog_one2one,1.0
ENSMUSG00000050730,Arhgap42,ENSMFAG00000000533,ARHGAP42,ortholog_one2one,1.0
ENSMUSG00000045867,Cradd,ENSMFAG00000043923,CRADD,ortholog_one2one,1.0
ENSMUSG00000054667,Irs4,ENSMFAG00000034206,IRS4,ortholog_one2one,1.0
ENSMUSG00000021108,Prkch,ENSMFAG00000030025,PRKCH,ortholog_one2one,1.0
ENSMUSG00000037725,Ckap2,ENSMFAG00000036763,CKAP2,ortholog_one2one,1.0
ENSMUSG00000019913,Sim1,ENSMFAG00000002878,SIM1,ortholog_one2one,1.0
ENSMUSG00000026163,Sphkap,ENSMFAG00000045447,SPHKAP,ortholog_one2one,1.0
ENSMUSG00000070509,Rgma,ENSMFAG00000031750,RGMA,ortholog_one2one,1.0
ENSMUSG00000020027,Socs2,ENSMFAG00000031234,SOCS2,ortholog_one2one,1.0
ENSMUSG00000038855,Itpkb,ENSMFAG00000035876,ITPKB,ortholog_one2one,1.0
ENSMUSG00000039004,Bmp6,ENSMFAG00000045794,BMP6,ortholog_one2one,1.0
ENSMUSG00000033545,Znrf1,ENSMFAG00000039290,ZNRF1,ortholog_one2one,1.0
ENSMUSG00000053963,Stum,ENSMFAG00000035398,STUM,ortholog_one2one,1.0
ENSMUSG00000039488,Cntn5,ENSMFAG00000045865,CNTN5,ortholog_one2one,1.0
ENSMUSG00000045658,Pid1,ENSMFAG00000062653,PID1,ortholog_one2one,1.0
ENSMUSG00000015484,Fam163a,ENSMFAG00000037711,FAM163A,ortholog_one2one,1.0
ENSMUSG00000034402,Kcnh5,ENSMFAG00000037862,KCNH5,ortholog_one2one,1.0
ENSMUSG00000048402,Gli2,ENSMFAG00000003477,GLI2,ortholog_one2one,1.0
ENSMUSG00000035954,Dock4,ENSMFAG00000044248,DOCK4,ortholog_one2one,1.0
ENSMUSG00000022843,Clcn2,ENSMFAG00000041358,CLCN2,ortholog_one2one,1.0
ENSMUSG00000063683,Glyat,ENSMFAG00000020795,GLYAT,ortholog_one2one,1.0
ENSMUSG00000049892,Rasd1,ENSMFAG00000050070,RASD1,ortholog_one2one,1.0
ENSMUSG00000042282,Gucy2f,ENSMFAG00000045516,GUCY2F,ortholog_one2one,1.0
ENSMUSG00000049709,Nlrp10,ENSMFAG00000041274,NLRP10,ortholog_one2one,1.0
ENSMUSG00000037035,Inhbb,ENSMFAG00000043042,INHBB,ortholog_one2one,1.0
ENSMUSG00000036766,Dner,ENSMFAG00000034549,DNER,ortholog_one2one,1.0
ENSMUSG00000021754,Map3k1,ENSMFAG00000014401,MAP3K1,ortholog_one2one,1.0
ENSMUSG00000031955,Bcar1,ENSMFAG00000035344,BCAR1,ortholog_one2one,1.0
ENSMUSG00000063296,Tmem117,ENSMFAG00000037752,TMEM117,ortholog_one2one,1.0
ENSMUSG00000049985,Ankrd55,ENSMFAG00000031576,ANKRD55,ortholog_one2one,1.0
ENSMUSG00000022454,Nell2,ENSMFAG00000040165,NELL2,ortholog_one2one,1.0
ENSMUSG00000023828,Slc22a3,ENSMFAG00000002893,SLC22A3,ortholog_one2one,1.0
ENSMUSG00000019929,Dcn,ENSMFAG00000037651,DCN,ortholog_one2one,1.0
ENSMUSG00000036446,Lum,ENSMFAG00000036088,LUM,ortholog_one2one,1.0
ENSMUSG00000038991,Txndc5,ENSMFAG00000036977,TXNDC5,ortholog_one2one,1.0
ENSMUSG00000000058,Cav2,ENSMFAG00000048330,CAV2,ortholog_one2one,1.0
ENSMUSG00000046768,Rhoj,ENSMFAG00000041538,RHOJ,ortholog_one2one,1.0
ENSMUSG00000019936,Epyc,ENSMFAG00000033919,EPYC,ortholog_one2one,1.0
ENSMUSG00000045608,Dbx2,ENSMFAG00000039639,DBX2,ortholog_one2one,1.0
ENSMUSG00000031028,Tub,ENSMFAG00000031850,TUB,ortholog_one2one,1.0
ENSMUSG00000014303,Glis2,ENSMFAG00000041657,GLIS2,ortholog_one2one,1.0
ENSMUSG00000025229,Pitx3,ENSMFAG00000045143,PITX3,ortholog_one2one,1.0
ENSMUSG00000046699,Slitrk4,ENSMFAG00000029666,SLITRK4,ortholog_one2one,1.0
ENSMUSG00000028028,Alpk1,ENSMFAG00000035373,ALPK1,ortholog_one2one,1.0
ENSMUSG00000022847,Thpo,ENSMFAG00000044370,THPO,ortholog_one2one,1.0
ENSMUSG00000056899,Immp2l,ENSMFAG00000039313,IMMP2L,ortholog_one2one,1.0
ENSMUSG00000007655,Cav1,ENSMFAG00000046330,CAV1,ortholog_one2one,1.0
ENSMUSG00000023830,Igf2r,ENSMFAG00000034342,IGF2R,ortholog_one2one,1.0
ENSMUSG00000038486,Sv2a,ENSMFAG00000034474,SV2A,ortholog_one2one,1.0
ENSMUSG00000030029,Lrig1,ENSMFAG00000033439,LRIG1,ortholog_one2one,1.0
ENSMUSG00000004451,Ralb,ENSMFAG00000038532,RALB,ortholog_one2one,1.0
ENSMUSG00000020315,Sptbn1,ENSMFAG00000003466,SPTBN1,ortholog_one2one,1.0
ENSMUSG00000098923,Tmem185b,ENSMFAG00000016061,TMEM185B,ortholog_one2one,1.0
ENSMUSG00000031949,Adat1,ENSMFAG00000026786,ADAT1,ortholog_one2one,1.0
ENSMUSG00000078670,Fam174b,ENSMFAG00000002626,FAM174B,ortholog_one2one,1.0
ENSMUSG00000036111,Lmo1,ENSMFAG00000034120,LMO1,ortholog_one2one,1.0
ENSMUSG00000019943,Atp2b1,ENSMFAG00000045257,ATP2B1,ortholog_one2one,1.0
ENSMUSG00000026807,Ak8,ENSMFAG00000032283,AK8,ortholog_one2one,1.0
ENSMUSG00000025789,St8sia2,ENSMFAG00000001328,ST8SIA2,ortholog_one2one,1.0
ENSMUSG00000037656,Slc20a2,ENSMFAG00000000865,SLC20A2,ortholog_one2one,1.0
ENSMUSG00000006958,Chrd,ENSMFAG00000001808,CHRD,ortholog_one2one,1.0
ENSMUSG00000021209,Ppp4r4,ENSMFAG00000031167,PPP4R4,ortholog_one2one,1.0
ENSMUSG00000034780,B3galt1,ENSMFAG00000008871,B3GALT1,ortholog_one2one,1.0
ENSMUSG00000025790,Slco3a1,ENSMFAG00000034393,SLCO3A1,ortholog_one2one,1.0
ENSMUSG00000026805,Barhl1,ENSMFAG00000001005,BARHL1,ortholog_one2one,1.0
ENSMUSG00000025937,Lactb2,ENSMFAG00000033253,LACTB2,ortholog_one2one,1.0
ENSMUSG00000050549,Fam241a,ENSMFAG00000000675,FAM241A,ortholog_one2one,1.0
ENSMUSG00000079502,Cfap77,ENSMFAG00000001992,CFAP77,ortholog_one2one,1.0
ENSMUSG00000049100,Pcdh10,ENSMFAG00000046322,PCDH10,ortholog_one2one,1.0
ENSMUSG00000068037,Mas1,ENSMFAG00000004332,MAS1,ortholog_one2one,1.0
ENSMUSG00000037465,Klf10,ENSMFAG00000036189,KLF10,ortholog_one2one,1.0
ENSMUSG00000062646,Ganc,ENSMFAG00000042444,GANC,ortholog_one2one,1.0
ENSMUSG00000031027,Stk33,ENSMFAG00000043158,STK33,ortholog_one2one,1.0
ENSMUSG00000064210,Ano6,ENSMFAG00000037126,ANO6,ortholog_one2one,1.0
ENSMUSG00000009376,Met,ENSMFAG00000028602,MET,ortholog_one2one,1.0
ENSMUSG00000028937,Acot7,ENSMFAG00000041552,ACOT7,ortholog_one2one,1.0
ENSMUSG00000060923,Acyp2,ENSMFAG00000045208,ACYP2,ortholog_one2one,1.0
ENSMUSG00000017631,Abr,ENSMFAG00000044480,ABR,ortholog_one2one,1.0
ENSMUSG00000024420,Zfp521,ENSMFAG00000044636,ZNF521,ortholog_one2one,1.0
ENSMUSG00000042804,Gpr153,ENSMFAG00000038267,GPR153,ortholog_one2one,1.0
ENSMUSG00000037013,Ss18,ENSMFAG00000035986,SS18,ortholog_one2one,1.0
ENSMUSG00000040570,Rundc3b,ENSMFAG00000002053,RUNDC3B,ortholog_one2one,1.0
ENSMUSG00000028874,Fgr,ENSMFAG00000037860,FGR,ortholog_one2one,1.0
ENSMUSG00000027030,Stk39,ENSMFAG00000031858,STK39,ortholog_one2one,1.0
ENSMUSG00000049281,Scn3b,ENSMFAG00000001774,SCN3B,ortholog_one2one,1.0
ENSMUSG00000047045,Tmem164,ENSMFAG00000031419,TMEM164,ortholog_one2one,1.0
ENSMUSG00000056296,Synpr,ENSMFAG00000039535,SYNPR,ortholog_one2one,1.0
ENSMUSG00000038115,Ano2,ENSMFAG00000045036,ANO2,ortholog_one2one,1.0
ENSMUSG00000039662,Icmt,ENSMFAG00000031889,ICMT,ortholog_one2one,1.0
ENSMUSG00000037892,Pcdh18,ENSMFAG00000042004,PCDH18,ortholog_one2one,1.0
ENSMUSG00000020598,Nrcam,ENSMFAG00000043417,NRCAM,ortholog_one2one,1.0
ENSMUSG00000037126,Psd,ENSMFAG00000000282,PSD,ortholog_one2one,1.0
ENSMUSG00000026220,Slc16a14,ENSMFAG00000038643,SLC16A14,ortholog_one2one,1.0
ENSMUSG00000044772,Sntn,ENSMFAG00000041510,SNTN,ortholog_one2one,1.0
ENSMUSG00000031925,Maml2,ENSMFAG00000031735,MAML2,ortholog_one2one,1.0
ENSMUSG00000027737,Slc7a11,ENSMFAG00000037696,SLC7A11,ortholog_one2one,1.0
ENSMUSG00000026104,Stat1,ENSMFAG00000036957,STAT1,ortholog_one2one,1.0
ENSMUSG00000005583,Mef2c,ENSMFAG00000044479,MEF2C,ortholog_one2one,1.0
ENSMUSG00000031364,Grpr,ENSMFAG00000064412,GRPR,ortholog_one2one,1.0
ENSMUSG00000049107,Ntf3,ENSMFAG00000029473,NTF3,ortholog_one2one,1.0
ENSMUSG00000058498,Rnf207,ENSMFAG00000032368,RNF207,ortholog_one2one,1.0
ENSMUSG00000025666,Tmem47,ENSMFAG00000000603,TMEM47,ortholog_one2one,1.0
ENSMUSG00000031026,Trim66,ENSMFAG00000002122,TRIM66,ortholog_one2one,1.0
ENSMUSG00000029228,Lnx1,ENSMFAG00000000338,LNX1,ortholog_one2one,1.0
ENSMUSG00000023169,Slc38a1,ENSMFAG00000009753,SLC38A1,ortholog_one2one,1.0
ENSMUSG00000047976,Kcna1,ENSMFAG00000027484,KCNA1,ortholog_one2one,1.0
ENSMUSG00000031367,Ap1s2,ENSMFAG00000001506,AP1S2,ortholog_one2one,1.0
ENSMUSG00000035245,Eogt,ENSMFAG00000041998,EOGT,ortholog_one2one,1.0
ENSMUSG00000022462,Slc38a2,ENSMFAG00000037266,SLC38A2,ortholog_one2one,1.0
ENSMUSG00000027575,Arfgap1,ENSMFAG00000045918,ARFGAP1,ortholog_one2one,1.0
ENSMUSG00000024697,Gna14,ENSMFAG00000043028,GNA14,ortholog_one2one,1.0
ENSMUSG00000022464,Slc38a4,ENSMFAG00000000933,SLC38A4,ortholog_one2one,1.0
ENSMUSG00000028017,Egf,ENSMFAG00000003730,EGF,ortholog_one2one,1.0
ENSMUSG00000049649,Gpr3,ENSMFAG00000026566,GPR3,ortholog_one2one,1.0
ENSMUSG00000031772,Cntnap4,ENSMFAG00000001819,CNTNAP4,ortholog_one2one,1.0
ENSMUSG00000028865,Cd164l2,ENSMFAG00000032742,CD164L2,ortholog_one2one,1.0
ENSMUSG00000048218,Amigo2,ENSMFAG00000036236,AMIGO2,ortholog_one2one,1.0
ENSMUSG00000030345,Dyrk4,ENSMFAG00000003032,DYRK4,ortholog_one2one,1.0
ENSMUSG00000039231,Suv39h1,ENSMFAG00000042131,SUV39H1,ortholog_one2one,1.0
ENSMUSG00000066406,Akap13,ENSMFAG00000030975,AKAP13,ortholog_one2one,1.0
ENSMUSG00000021848,Otx2,ENSMFAG00000033859,OTX2,ortholog_one2one,1.0
ENSMUSG00000022468,Endou,ENSMFAG00000045723,ENDOU,ortholog_one2one,1.0
ENSMUSG00000029229,Chic2,ENSMFAG00000035340,CHIC2,ortholog_one2one,1.0
ENSMUSG00000005045,Chd5,ENSMFAG00000033993,CHD5,ortholog_one2one,1.0
ENSMUSG00000037386,Rims2,ENSMFAG00000031123,RIMS2,ortholog_one2one,1.0
ENSMUSG00000020841,Cpd,ENSMFAG00000042013,CPD,ortholog_one2one,1.0
ENSMUSG00000045103,Dmd,ENSMFAG00000045175,DMD,ortholog_one2one,1.0
ENSMUSG00000053399,Adamts18,ENSMFAG00000003786,ADAMTS18,ortholog_one2one,1.0
ENSMUSG00000043391,2510009E07Rik,ENSMFAG00000063392,C3orf70,ortholog_one2one,1.0
ENSMUSG00000032300,1700017B05Rik,ENSMFAG00000043358,C15orf39,ortholog_one2one,1.0
ENSMUSG00000003623,Crot,ENSMFAG00000036023,CROT,ortholog_one2one,1.0
ENSMUSG00000038354,Ankrd35,ENSMFAG00000036117,ANKRD35,ortholog_one2one,1.0
ENSMUSG00000046230,Vps13a,ENSMFAG00000001206,VPS13A,ortholog_one2one,1.0
ENSMUSG00000020950,Foxg1,ENSMFAG00000000544,FOXG1,ortholog_one2one,1.0
ENSMUSG00000002688,Prkd1,ENSMFAG00000039957,PRKD1,ortholog_one2one,1.0
ENSMUSG00000022715,Tmem114,ENSMFAG00000014072,TMEM114,ortholog_one2one,1.0
ENSMUSG00000025429,Pstpip2,ENSMFAG00000037150,PSTPIP2,ortholog_one2one,1.0
ENSMUSG00000063450,Syne2,ENSMFAG00000038668,SYNE2,ortholog_one2one,1.0
ENSMUSG00000057880,Abat,ENSMFAG00000032053,ABAT,ortholog_one2one,1.0
